customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
C2250,Male,1,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.72,6918.58
C2251,Female,0,No,Yes,5,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,38.04,195.05
C2252,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),107.57,4235.62
C2253,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),101.13,5716.39
C2254,Female,0,No,No,3,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),71.65,209.97
C2255,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,67.81,643.58
C2256,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,76.83,3297.94
C2257,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.87,51.08
C2258,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,28.48,669.09
C2259,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,No,Electronic check,109.57,2630.3
C2260,Male,1,No,Yes,21,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,101.0,2168.34
C2261,Male,0,No,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),57.32,2908.44
C2262,Male,1,No,No,2,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,63.57,119.53
C2263,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),77.53,887.46
C2264,Male,0,No,Yes,34,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),110.84,4141.83
C2265,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,78.8,1725.01
C2266,Male,1,Yes,No,8,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,95.29,719.96
C2267,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,54.91,1619.34
C2268,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,99.07,7401.56
C2269,Female,0,No,Yes,61,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,96.53,5455.07
C2270,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),107.84,5702.85
C2271,Female,1,No,No,63,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),104.74,6877.74
C2272,Female,0,No,No,54,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,104.13,5211.45
C2273,Female,0,Yes,No,38,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),74.68,2619.36
C2274,Female,0,No,No,51,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.09,5507.43
C2275,Female,0,No,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),73.04,3932.36
C2276,Male,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),33.74,147.58
C2277,Female,0,No,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.43,3667.27
C2278,Male,0,No,Yes,23,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,96.07,2181.39
C2279,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),90.89,5074.4
C2280,Female,0,No,No,41,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,41.85,1817.76
C2281,Male,0,Yes,No,44,Yes,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),34.57,1664.4
C2282,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),103.48,4240.71
C2283,Male,1,Yes,No,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),98.28,5928.81
C2284,Male,0,No,Yes,45,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.25,3561.59
C2285,Male,0,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99.87,3452.13
C2286,Male,1,Yes,No,12,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.31,679.61
C2287,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,86.06,3427.58
C2288,Female,0,No,Yes,17,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,35.52,659.94
C2289,Male,1,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),35.23,306.75
C2290,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.44,2634.65
C2291,Female,0,No,No,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),93.49,6058.45
C2292,Female,0,Yes,No,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,94.53,4177.22
C2293,Male,1,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,68.99,5050.09
C2294,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),99.81,3115.46
C2295,Male,0,Yes,No,31,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),87.65,2500.85
C2296,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.27,1629.88
C2297,Female,1,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.64,1674.95
C2298,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.77,5942.91
C2299,Male,1,Yes,No,34,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),24.56,777.42
C2300,Male,1,No,No,14,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),22.77,308.11
C2301,Female,1,No,Yes,18,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.53,386.94
C2302,Male,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),112.83,3478.53
C2303,Female,1,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.27,1119.99
C2304,Male,0,No,Yes,67,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),79.4,5113.32
C2305,Male,0,Yes,No,61,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.88,5471.36
C2306,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,91.58,4489.34
C2307,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,85.62,5158.75
C2308,Male,1,No,No,19,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),35.53,614.74
C2309,Female,1,No,No,27,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),56.12,1496.72
C2310,Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,80.14,4003.36
C2311,Male,0,No,No,50,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.3,4699.04
C2312,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,47.53,975.39
C2313,Male,1,No,No,61,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,71.72,4097.56
C2314,Female,1,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,75.79,668.33
C2315,Male,1,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),102.34,2296.39
C2316,Male,0,No,No,31,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.61,2713.16
C2317,Female,0,Yes,No,66,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,76.28,4753.95
C2318,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.9,2290.58
C2319,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),110.4,1167.1
C2320,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,119.99,5213.02
C2321,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.51,2347.6
C2322,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),75.85,413.37
C2323,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,26.39,1123.54
C2324,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,47.92,2248.25
C2325,Male,1,Yes,No,54,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),93.86,5476.86
C2326,Male,0,No,No,72,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,85.42,5633.54
C2327,Female,0,Yes,Yes,26,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),87.33,2125.36
C2328,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55.25,1345.52
C2329,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,112.84,5144.9
C2330,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.38,421.8
C2331,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.63,605.1
C2332,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,44.15,417.89
C2333,Male,1,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.06,3730.73
C2334,Male,0,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.35,1683.16
C2335,Female,0,No,No,42,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,3534.04
C2336,Female,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),92.82,4977.87
C2337,Female,0,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,73.2,1503.91
C2338,Female,1,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),48.21,1643.87
C2339,Female,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),109.06,2404.31
C2340,Male,1,Yes,No,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.63,744.99
C2341,Female,1,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,103.24,955.01
C2342,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,76.04,3430.68
C2343,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.3,426.73
C2344,Female,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),117.47,2267.38
C2345,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.65,1761.02
C2346,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,50.83,1122.83
C2347,Female,0,No,No,25,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,31.79,813.85
C2348,Female,0,No,No,61,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,89.15,5433.22
C2349,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.03,2964.27
C2350,Male,1,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.08,1238.66
C2351,Male,1,No,Yes,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),54.13,2444.51
C2352,Male,1,Yes,No,21,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,110.91,2442.88
C2353,Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),21.28,861.71
C2354,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,97.07,4076.14
C2355,Male,0,Yes,No,61,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.77,5001.18
C2356,Male,1,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.53,1035.72
C2357,Female,0,No,No,23,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,49.01,1109.05
C2358,Male,0,No,Yes,69,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,41.8,2925.3
C2359,Female,0,Yes,No,18,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,106.92,1765.99
C2360,Male,0,Yes,No,56,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.22,2699.25
C2361,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,67.12,4197.11
C2362,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,97.96,1848.47
C2363,Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),64.64,317.06
C2364,Male,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Mailed check,44.72,2513.2
C2365,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),88.56,175.7
C2366,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),115.81,250.66
C2367,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,32.09,1862.31
C2368,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,31.92,2340.27
C2369,Female,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),36.52,2478.87
C2370,Male,1,Yes,Yes,35,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.68,778.67
C2371,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.12,853.84
C2372,Female,0,No,No,18,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,28.93,476.61
C2373,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,100.32,7522.16
C2374,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.69,255.36
C2375,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,102.83,4514.99
C2376,Male,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),99.16,4527.68
C2377,Female,0,Yes,No,33,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,33.39,1163.97
C2378,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),43.87,179.05
C2379,Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,49.38,2545.9
C2380,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),55.57,4040.27
C2381,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,43.39,380.26
C2382,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,39.73,129.28
C2383,Male,0,Yes,No,44,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),85.16,3596.07
C2384,Female,0,No,Yes,23,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,96.47,2075.51
C2385,Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.72,3956.03
C2386,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,68.13,5030.32
C2387,Female,1,No,Yes,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.64,4398.95
C2388,Male,0,No,Yes,26,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,83.66,2083.45
C2389,Male,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.41,2991.95
C2390,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.75,8125.27
C2391,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,111.36,4411.4
C2392,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),99.88,804.73
C2393,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),91.77,1589.97
C2394,Male,0,No,No,11,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),77.86,863.69
C2395,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.53,2914.8
C2396,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,79.01,5218.57
C2397,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),49.95,491.74
C2398,Female,1,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,90.69,5264.19
C2399,Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.42,1555.73
C2400,Male,0,No,No,19,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.72,2107.99
